original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
330,Which pub in London conceals the entrance to Diagon Alley?,The Leaky Cauldron,"['which', 'pub', 'london', 'conceals', 'entrance', 'diagon', 'alley']","['leaky', 'cauldron']","['which', 'pub', 'london', 'conceals', 'entrance', 'diagon', 'alley', 'leaky', 'cauldron']",['which'],False,FR,False,10,3
332,What do Dark Spells require in order to be successful?,Malicious Intent,"['what', 'do', 'dark', 'spell', 'require', 'order', 'successful']","['malicious', 'intent']","['what', 'do', 'dark', 'spell', 'require', 'order', 'successful', 'malicious', 'intent']","['what', 'do']",False,FR,False,10,2
334,Who discovered the 12 uses for dragon blood?,Professor Dumbledore,"['who', 'discover', 'us', 'dragon', 'blood']","['professor', 'dumbledore']","['who', 'discover', 'us', 'dragon', 'blood', 'professor', 'dumbledore']",['who'],False,FR,False,8,2
336,Which Quidditch ball is equipped with the Gripping Charm?,Quaffle,"['which', 'quidditch', 'ball', 'be', 'equip', 'grip', 'charm']",['quaffle'],"['which', 'quidditch', 'ball', 'be', 'equip', 'grip', 'charm', 'quaffle']",['which'],False,FR,False,9,1
337,Name the six subjects every Hogwarts student is required to study during their first two years of school.,"Astronomy, Charms, Defense Against the Dark Arts, Herbology, History of Magic, Potions, and Transfiguration.","['name', 'six', 'subject', 'every', 'hogwarts', 'student', 'be', 'require', 'study', 'first', 'two', 'year', 'school']","['astronomy', 'charm', 'defense', 'dark', 'art', 'herbology', 'history', 'magic', 'potion', 'transfiguration']","['name', 'six', 'subject', 'every', 'hogwarts', 'student', 'be', 'require', 'study', 'first', 'two', 'year', 'school', 'astronomy', 'charm', 'defense', 'dark', 'art', 'herbology', 'history', 'magic', 'potion', 'transfiguration']",['name'],False,FR,False,18,14
339,What covers the distinct nettle leaf?,Stinging hairs.,"['what', 'cover', 'distinct', 'nettle', 'leaf']","['sting', 'hair']","['what', 'cover', 'distinct', 'nettle', 'leaf', 'sting', 'hair']",['what'],False,FR,False,6,2
341,"In the Quidditch World Cup, Ireland's team had three main chasers: Mullet, Troy, and Moran. Which one scored the first goal?",Troy,"['quidditch', 'world', 'cup', 'irelands', 'team', 'three', 'main', 'chaser', 'mullet', 'troy', 'moran', 'which', 'one', 'score', 'first', 'goal']",['troy'],"['quidditch', 'world', 'cup', 'irelands', 'team', 'three', 'main', 'chaser', 'mullet', 'troy', 'moran', 'which', 'one', 'score', 'first', 'goal']",['which'],False,FR,False,22,1
342,What incantation shrinks an object?,Reducio,"['what', 'incantation', 'shrink', 'object']",['reducio'],"['what', 'incantation', 'shrink', 'object', 'reducio']",['what'],False,FR,False,5,1
343,Who is the Divination Professor?,Professor Trelawney,"['who', 'be', 'divination', 'professor']","['professor', 'trelawney']","['who', 'be', 'divination', 'professor', 'trelawney']",['who'],True,FR,False,5,2
344,What spell vanishes an object?,Evanesco,"['what', 'spell', 'vanishes', 'object']",['evanesco'],"['what', 'spell', 'vanishes', 'object', 'evanesco']",['what'],False,FR,False,5,1
345,What is the most powerful truth serum?,Veritaserum,"['what', 'be', 'powerful', 'truth', 'serum']",['veritaserum'],"['what', 'be', 'powerful', 'truth', 'serum', 'veritaserum']",['what'],False,FR,False,7,1
346,Who is the Head of Ravenclaw House?,Professor Flitwick,"['who', 'be', 'head', 'ravenclaw', 'house']","['professor', 'flitwick']","['who', 'be', 'head', 'ravenclaw', 'house', 'professor', 'flitwick']",['who'],False,FR,False,7,2
348,What is an acceptable use of the Orb?,Divining the future,"['what', 'be', 'acceptable', 'use', 'orb']","['divine', 'future']","['what', 'be', 'acceptable', 'use', 'orb', 'divine', 'future']",['what'],False,FR,False,8,3
350,Who is the sister of Death Eater Bellatrix Lestrange?,Narcissa Malfoy,"['who', 'be', 'sister', 'death', 'eater', 'bellatrix', 'lestrange']","['narcissa', 'malfoy']","['who', 'be', 'sister', 'death', 'eater', 'bellatrix', 'lestrange', 'narcissa', 'malfoy']",['who'],False,FR,False,9,2
352,Who kills Dobby?,Bellatrix Lestrange,"['who', 'kill', 'dobby']","['bellatrix', 'lestrange']","['who', 'kill', 'dobby', 'bellatrix', 'lestrange']",['who'],False,FR,False,3,2
353,What does Hagrid use to channel the pieces of his wand once it's been broken?,A pink umbrella,"['what', 'do', 'hagrid', 'use', 'channel', 'piece', 'wand', 'broken']","['pink', 'umbrella']","['what', 'do', 'hagrid', 'use', 'channel', 'piece', 'wand', 'broken', 'pink', 'umbrella']","['what', 'do']",False,FR,False,16,3
354,What is the animal symbol of Ravenclaw?,Eagle,"['what', 'be', 'animal', 'symbol', 'ravenclaw']",['eagle'],"['what', 'be', 'animal', 'symbol', 'ravenclaw', 'eagle']",['what'],False,FR,False,7,1
355,True or false: Harry Potter and the Deathly Hallows: Part Two is the shortest Harry Potter movie.,True! The run time is just 130 minutes.,"['true', 'false', 'harry', 'potter', 'deathly', 'hallows', 'part', 'two', 'be', 'short', 'movie']","['true', 'run', 'time', 'be', 'minute']","['true', 'false', 'harry', 'potter', 'deathly', 'hallows', 'part', 'two', 'be', 'short', 'movie', 'run', 'time', 'minute']",N/A,False,YN,False,17,8
356,"Snape grilled Harry about this on his first day in Potions. Monkshood and wolfsbane are the same plant, also known as what?",Aconite.,"['snape', 'grill', 'harry', 'first', 'day', 'potion', 'monkshood', 'wolfsbane', 'be', 'plant', 'also', 'know', 'what']",['aconite'],"['snape', 'grill', 'harry', 'first', 'day', 'potion', 'monkshood', 'wolfsbane', 'be', 'plant', 'also', 'know', 'what', 'aconite']",['what'],False,FR,False,22,1
357,What's the only all-wizard village in Britain?,Hogsmeade,"['whats', 'allwizard', 'village', 'britain']",['hogsmeade'],"['whats', 'allwizard', 'village', 'britain', 'hogsmeade']",['whats'],False,FR,False,9,1
359,Pepperup Potion evolved from a remedy created by what 12th century wizard?,Linfred of Stinchcombe,"['pepperup', 'potion', 'evolve', 'remedy', 'create', 'what', 'th', 'century', 'wizard']","['linfred', 'stinchcombe']","['pepperup', 'potion', 'evolve', 'remedy', 'create', 'what', 'th', 'century', 'wizard', 'linfred', 'stinchcombe']",['what'],False,FR,False,12,3
360,Who was the Hogwarts headmaster before Albus Dumbledore?,Armando Dippet,"['who', 'be', 'hogwarts', 'headmaster', 'albus', 'dumbledore']","['armando', 'dippet']","['who', 'be', 'hogwarts', 'headmaster', 'albus', 'dumbledore', 'armando', 'dippet']",['who'],False,FR,False,8,2
361,Scourgify can be used to clean out infestations of what magical creature?,Bundimun,"['scourgify', 'can', 'use', 'clean', 'infestation', 'what', 'magical', 'creature']",['bundimun'],"['scourgify', 'can', 'use', 'clean', 'infestation', 'what', 'magical', 'creature', 'bundimun']","['what', 'can']",False,FR,False,12,1
362,Where was Harry born?,Godric's Hollow,"['where', 'be', 'harry', 'born']","['godrics', 'hollow']","['where', 'be', 'harry', 'born', 'godrics', 'hollow']",['where'],True,FR,False,4,3
363,The Medieval Assembly of European Wizards is related to which convention?,International Warlock Convention,"['medieval', 'assembly', 'european', 'wizard', 'be', 'relate', 'which', 'convention']","['international', 'warlock', 'convention']","['medieval', 'assembly', 'european', 'wizard', 'be', 'relate', 'which', 'convention', 'international', 'warlock']",['which'],False,FR,False,11,3
365,Why did students think Harry was the Heir of Slytherin?,He can speak Parseltongue.,"['why', 'do', 'student', 'think', 'harry', 'be', 'heir', 'slytherin']","['can', 'speak', 'parseltongue']","['why', 'do', 'student', 'think', 'harry', 'be', 'heir', 'slytherin', 'can', 'speak', 'parseltongue']","['why', 'do']",True,EX,False,10,4
366,Where are the vaults kept in Gringotts Bank?,Deep underground.,"['where', 'be', 'vaults', 'kept', 'gringotts', 'bank']","['deep', 'underground']","['where', 'be', 'vaults', 'kept', 'gringotts', 'bank', 'deep', 'underground']",['where'],False,FR,False,8,2
367,Which dark magic item is known as the friend of thieves?,Hand of Glory,"['which', 'dark', 'magic', 'item', 'be', 'know', 'friend', 'thief']","['hand', 'glory']","['which', 'dark', 'magic', 'item', 'be', 'know', 'friend', 'thief', 'hand', 'glory']",['which'],False,FR,False,11,3
368,Where does Rubeus Hagrid first tell Harry that he’s a wizard?,In a hut on a rock,"['where', 'do', 'rubeus', 'hagrid', 'first', 'tell', 'harry', 'he', 'wizard']","['hut', 'rock']","['where', 'do', 'rubeus', 'hagrid', 'first', 'tell', 'harry', 'he', 'wizard', 'hut', 'rock']","['where', 'do']",False,FR,False,12,6
370,What charm can repel a Lethiford?,Patronus Charm,"['what', 'charm', 'can', 'repel', 'lethiford']","['patronus', 'charm']","['what', 'charm', 'can', 'repel', 'lethiford', 'patronus']","['what', 'can']",True,FR,False,6,2
371,What dragon did Fleur Delacour face in the first task of the Triwizard Tournament?,Welsh Green,"['what', 'dragon', 'do', 'fleur', 'delacour', 'face', 'first', 'task', 'triwizard', 'tournament']","['welsh', 'green']","['what', 'dragon', 'do', 'fleur', 'delacour', 'face', 'first', 'task', 'triwizard', 'tournament', 'welsh', 'green']","['what', 'do']",False,FR,False,14,2
373,What's the term for an object imbued with a fragment of a wizard's soul?,Horcrux,"['whats', 'term', 'object', 'imbue', 'fragment', 'wizard', 'soul']",['horcrux'],"['whats', 'term', 'object', 'imbue', 'fragment', 'wizard', 'soul', 'horcrux']",['whats'],False,FR,False,16,1
374,What is the primary ingredient in Polyjuice potion?,The hair of the person you want to transform into,"['what', 'be', 'primary', 'ingredient', 'polyjuice', 'potion']","['hair', 'person', 'want', 'transform']","['what', 'be', 'primary', 'ingredient', 'polyjuice', 'potion', 'hair', 'person', 'want', 'transform']",['what'],False,FR,False,8,10
375,Who spoke at Aragog's funeral?,Horace Slughorn,"['who', 'speak', 'aragogs', 'funeral']","['horace', 'slughorn']","['who', 'speak', 'aragogs', 'funeral', 'horace', 'slughorn']",['who'],False,FR,False,6,2
376,Who is the ghost of Slytherin House?,The Bloody Baron,"['who', 'be', 'ghost', 'slytherin', 'house']","['bloody', 'baron']","['who', 'be', 'ghost', 'slytherin', 'house', 'bloody', 'baron']",['who'],True,FR,False,7,3
381,Where would you look to find a bezoar?,In the stomach of a goat,"['where', 'would', 'look', 'find', 'bezoar']","['stomach', 'goat']","['where', 'would', 'look', 'find', 'bezoar', 'stomach', 'goat']","['where', 'would']",False,FR,False,8,6
383,What did Fred and George Weasley use to spy on Order of the Phoenix meetings?,Extendable Ears,"['what', 'do', 'fred', 'george', 'weasley', 'use', 'spy', 'order', 'phoenix', 'meeting']","['extendable', 'ear']","['what', 'do', 'fred', 'george', 'weasley', 'use', 'spy', 'order', 'phoenix', 'meeting', 'extendable', 'ear']","['what', 'do']",True,FR,False,15,2
385,Lily Potter once gave Professor Slughorn a bowl with a lily that turned into a goldfish. What was the goldfish’s name?,Francis,"['lily', 'potter', 'give', 'professor', 'slughorn', 'bowl', 'turn', 'goldfish', 'what', 'be', 'goldfishs', 'name']",['francis'],"['lily', 'potter', 'give', 'professor', 'slughorn', 'bowl', 'turn', 'goldfish', 'what', 'be', 'goldfishs', 'name', 'francis']","['what', 'name']",False,FR,False,22,1
386,What is the name of the ghost who haunts the Hogwarts bathroom?,Moaning Myrtle,"['what', 'be', 'name', 'ghost', 'who', 'haunt', 'hogwarts', 'bathroom']","['moan', 'myrtle']","['what', 'be', 'name', 'ghost', 'who', 'haunt', 'hogwarts', 'bathroom', 'moan', 'myrtle']","['what', 'name', 'who']",True,FR,False,12,2
387,What is the name of the librarian at Hogwarts?,Madam Pince,"['what', 'be', 'name', 'librarian', 'hogwarts']","['madam', 'pince']","['what', 'be', 'name', 'librarian', 'hogwarts', 'madam', 'pince']","['what', 'name']",False,FR,False,9,2
388,What are the four Hogwarts houses?,"Gryffindor, Ravenclaw, Slytherin, and Hufflepuff.","['what', 'be', 'four', 'hogwarts', 'house']","['gryffindor', 'ravenclaw', 'slytherin', 'hufflepuff']","['what', 'be', 'four', 'hogwarts', 'house', 'gryffindor', 'ravenclaw', 'slytherin', 'hufflepuff']",['what'],False,FR,False,6,5
390,What magical plant did Luna Lovegood have growing at home?,Dirigible Plums,"['what', 'magical', 'plant', 'do', 'luna', 'lovegood', 'have', 'grow', 'home']","['dirigible', 'plum']","['what', 'magical', 'plant', 'do', 'luna', 'lovegood', 'have', 'grow', 'home', 'dirigible', 'plum']","['what', 'do', 'have']",False,FR,False,10,2
392,"What do the abbreviations for the two main wizarding exams, O.W.L.s and N.E.W.T.s, stand for?",Ordinary Wizarding Level and Nastily Exhausting Wizarding Test.,"['what', 'do', 'abbreviation', 'two', 'main', 'wizarding', 'exams', 'owls', 'newt', 'stand']","['ordinary', 'wizarding', 'level', 'nastily', 'exhaust', 'test']","['what', 'do', 'abbreviation', 'two', 'main', 'wizarding', 'exams', 'owls', 'newt', 'stand', 'ordinary', 'level', 'nastily', 'exhaust', 'test']","['what', 'do']",False,FR,False,22,8
394,The Diricawl is actually thought to be which extinct Muggle bird?,The Dodo.,"['diricawl', 'be', 'actually', 'think', 'which', 'extinct', 'muggle', 'bird']",['dodo'],"['diricawl', 'be', 'actually', 'think', 'which', 'extinct', 'muggle', 'bird', 'dodo']",['which'],False,FR,False,11,2
395,"In Book 3, what is Neville Longbottom's greatest fear, revealed upon facing a boggart in Lupin's class?",Professor Snape.,"['book', 'what', 'be', 'neville', 'longbottoms', 'great', 'fear', 'reveal', 'upon', 'face', 'boggart', 'lupins', 'class']","['professor', 'snape']","['book', 'what', 'be', 'neville', 'longbottoms', 'great', 'fear', 'reveal', 'upon', 'face', 'boggart', 'lupins', 'class', 'professor', 'snape']",['what'],False,FR,False,19,2
396,Who was the House-Eld that once served Barty Crouch Senior?,Winky,"['who', 'be', 'houseeld', 'serve', 'barty', 'crouch', 'senior']",['winky'],"['who', 'be', 'houseeld', 'serve', 'barty', 'crouch', 'senior', 'winky']",['who'],False,FR,False,11,1
397,Voldemort stole Helga Hufflepuff's cup from an old woman named Hepzibah Smith. What was the name of her house-elf?,Hokey.,"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf']",['hokey'],"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf', 'hokey']","['what', 'name']",True,FR,False,21,1
398,Who is Stan Shunpike?,The conductor of the Knight Bus,"['who', 'be', 'stan', 'shunpike']","['conductor', 'knight', 'bus']","['who', 'be', 'stan', 'shunpike', 'conductor', 'knight', 'bus']",['who'],False,FR,False,4,6
399,Nearly Headless Nick is a patron house of which House?,Gryffindor,"['nearly', 'headless', 'nick', 'be', 'patron', 'house', 'which']",['gryffindor'],"['nearly', 'headless', 'nick', 'be', 'patron', 'house', 'which', 'gryffindor']",['which'],False,FR,False,10,1
400,Where was Harry Potter born?,Godric's Hollow,"['where', 'be', 'harry', 'potter', 'bear']","['godrics', 'hollow']","['where', 'be', 'harry', 'potter', 'bear', 'godrics', 'hollow']",['where'],False,FR,False,5,3
401,What's in a forgetfulness potion?,Lethe Water,"['whats', 'forgetfulness', 'potion']","['lethe', 'water']","['whats', 'forgetfulness', 'potion', 'lethe', 'water']",['whats'],False,FR,False,6,2
402,What is the name of the magical map that shows the entire layout of Hogwarts?,Marauder's Map,"['what', 'be', 'name', 'magical', 'map', 'show', 'entire', 'layout', 'hogwarts']","['marauder', 'map']","['what', 'be', 'name', 'magical', 'map', 'show', 'entire', 'layout', 'hogwarts', 'marauder']","['what', 'name']",False,FR,False,15,3
404,What is the name of the three-headed dog guarding the trapdoor in Harry Potter and the Sorcerer's Stone?,Fluffy,"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'harry', 'potter', 'sorcerer', 'stone']",['fluffy'],"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'harry', 'potter', 'sorcerer', 'stone', 'fluffy']","['what', 'name']",False,FR,False,20,1
405,What item in the Headmaster's Office allows you to review bottled up memories?,The Pensieve,"['what', 'item', 'headmaster', 'office', 'allow', 'review', 'bottle', 'memory']",['pensieve'],"['what', 'item', 'headmaster', 'office', 'allow', 'review', 'bottle', 'memory', 'pensieve']",['what'],True,FR,False,14,2
406,What does the Drought Charm cause?,Dryness,"['what', 'do', 'drought', 'charm', 'cause']",['dryness'],"['what', 'do', 'drought', 'charm', 'cause', 'dryness']","['what', 'do']",False,FR,False,6,1
407,What magical artefact creates the Elixir of Life?,Philosopher's Stone,"['what', 'magical', 'artefact', 'create', 'elixir', 'life']","['philosopher', 'stone']","['what', 'magical', 'artefact', 'create', 'elixir', 'life', 'philosopher', 'stone']",['what'],False,FR,False,8,3
408,Who is in the first memory Professor Dumbledore shows Harry in the Pensieve?,"Bob Ogden, an employee of the Department of Magical Law Enforcement","['who', 'be', 'first', 'memory', 'professor', 'dumbledore', 'show', 'harry', 'pensieve']","['bob', 'ogden', 'employee', 'department', 'magical', 'law', 'enforcement']","['who', 'be', 'first', 'memory', 'professor', 'dumbledore', 'show', 'harry', 'pensieve', 'bob', 'ogden', 'employee', 'department', 'magical', 'law', 'enforcement']",['who'],False,FR,False,13,11
410,Where did the Goblin Rebellion of 1612 take place?,Hogsmeade Village,"['where', 'do', 'goblin', 'rebellion', 'take', 'place']","['hogsmeade', 'village']","['where', 'do', 'goblin', 'rebellion', 'take', 'place', 'hogsmeade', 'village']","['where', 'do']",False,FR,False,9,2
412,What is Ron's favorite Quidditch team?,Chudley Cannons,"['what', 'be', 'ron', 'favorite', 'quidditch', 'team']","['chudley', 'cannon']","['what', 'be', 'ron', 'favorite', 'quidditch', 'team', 'chudley', 'cannon']",['what'],False,FR,False,7,2
414,The visitor’s entrance to the Ministry of Magic is an abandoned red telephone booth in London. What is the five-digit code you must dial to get in?,6-2-4-4-2. (Bonus: This spells M-A-G-I-C on a phone's keypad.),"['visitor', 'entrance', 'ministry', 'magic', 'be', 'abandon', 'red', 'telephone', 'booth', 'london', 'what', 'fivedigit', 'code', 'must', 'dial', 'get']","['bonus', 'spell', 'magic', 'phone', 'keypad']","['visitor', 'entrance', 'ministry', 'magic', 'be', 'abandon', 'red', 'telephone', 'booth', 'london', 'what', 'fivedigit', 'code', 'must', 'dial', 'get', 'bonus', 'spell', 'phone', 'keypad']",['what'],False,FR,False,29,18
415,Which spell did Hermione use to release the dragon from Gringotts Bank?,Revulsion Jinx,"['which', 'spell', 'do', 'hermione', 'use', 'release', 'dragon', 'gringotts', 'bank']","['revulsion', 'jinx']","['which', 'spell', 'do', 'hermione', 'use', 'release', 'dragon', 'gringotts', 'bank', 'revulsion', 'jinx']","['which', 'do']",False,FR,False,12,2
416,What is the incantation for the Disarming Spell?,Expelliarmus,"['what', 'be', 'incantation', 'disarm', 'spell']",['expelliarmus'],"['what', 'be', 'incantation', 'disarm', 'spell', 'expelliarmus']",['what'],False,FR,False,8,1
418,"When Professor Snape takes over Professor Lupin’s Defense Against the Dark Arts class, which page does he ask the students to turn to?",Page 394 (the page on werewolves),"['when', 'professor', 'snape', 'take', 'lupin', 'defense', 'dark', 'art', 'class', 'which', 'page', 'do', 'ask', 'student', 'turn']","['page', 'werewolf']","['when', 'professor', 'snape', 'take', 'lupin', 'defense', 'dark', 'art', 'class', 'which', 'page', 'do', 'ask', 'student', 'turn', 'werewolf']","['when', 'which', 'do']",False,FR,False,24,6
419,Which dry ingredient is used in a wideye potion?,Billywig Sting,"['which', 'dry', 'ingredient', 'be', 'use', 'wideye', 'potion']","['billywig', 'sting']","['which', 'dry', 'ingredient', 'be', 'use', 'wideye', 'potion', 'billywig', 'sting']",['which'],False,FR,False,9,2
420,What did Fred and George Weasley call their joke shop?,Weasleys’ Wizard Wheezes,"['what', 'do', 'fred', 'george', 'weasley', 'call', 'joke', 'shop']","['weasleys', 'wizard', 'wheeze']","['what', 'do', 'fred', 'george', 'weasley', 'call', 'joke', 'shop', 'weasleys', 'wizard', 'wheeze']","['what', 'do']",True,FR,False,10,3
422,What became outlawed after the Warlock's Convention of 1709?,Dragon breeding.,"['what', 'become', 'outlawed', 'warlock', 'convention']","['dragon', 'breeding']","['what', 'become', 'outlawed', 'warlock', 'convention', 'dragon', 'breeding']",['what'],False,FR,False,10,2
423,Who is the Herbology professor?,Professor Sprout,"['who', 'be', 'herbology', 'professor']","['professor', 'sprout']","['who', 'be', 'herbology', 'professor', 'sprout']",['who'],False,FR,False,5,2
425,"Before Dumbledore, who was headmaster of Hogwarts?",Armando Dippet,"['dumbledore', 'who', 'be', 'headmaster', 'hogwarts']","['armando', 'dippet']","['dumbledore', 'who', 'be', 'headmaster', 'hogwarts', 'armando', 'dippet']",['who'],True,FR,False,7,2
426,What does it mean when a magical creature is classified as X by the Ministry of Magic?,Boring,"['what', 'do', 'mean', 'when', 'magical', 'creature', 'be', 'classify', 'ministry', 'magic']",['boring'],"['what', 'do', 'mean', 'when', 'magical', 'creature', 'be', 'classify', 'ministry', 'magic', 'boring']","['what', 'when', 'do']",False,FR,False,17,1
427,Which Wizarding school did Gellert Grindelwald attend?,Durmstrang Institute,"['which', 'wizarding', 'school', 'do', 'gellert', 'grindelwald', 'attend']","['durmstrang', 'institute']","['which', 'wizarding', 'school', 'do', 'gellert', 'grindelwald', 'attend', 'durmstrang', 'institute']","['which', 'do']",False,FR,False,7,2
428,What is the cure for being Petrified?,Mandrake root,"['what', 'be', 'cure', 'petrified']","['mandrake', 'root']","['what', 'be', 'cure', 'petrified', 'mandrake', 'root']",['what'],False,FR,False,7,2
429,What is the biggest Quidditch event?,World Cup,"['what', 'be', 'big', 'quidditch', 'event']","['world', 'cup']","['what', 'be', 'big', 'quidditch', 'event', 'world', 'cup']",['what'],False,FR,False,6,2
430,What is the Grim?,A spectral dog,"['what', 'be', 'grim']","['spectral', 'dog']","['what', 'be', 'grim', 'spectral', 'dog']",['what'],False,FR,False,4,3
431,Colovaria is also known as what?,Colour Change Charm,"['colovaria', 'be', 'also', 'know', 'what']","['colour', 'change', 'charm']","['colovaria', 'be', 'also', 'know', 'what', 'colour', 'change', 'charm']",['what'],False,FR,False,6,3
432,Where was Harry Potter born?,Godric's Hollow.,"['where', 'be', 'harry', 'potter', 'bear']","['godrics', 'hollow']","['where', 'be', 'harry', 'potter', 'bear', 'godrics', 'hollow']",['where'],True,FR,False,5,3
434,Which potion contains Fluxweed?,Polyjuice Potion,"['which', 'potion', 'contains', 'fluxweed']","['polyjuice', 'potion']","['which', 'potion', 'contains', 'fluxweed', 'polyjuice']",['which'],False,FR,False,4,2
435,What was Gilderoy Lockhart's best Spell?,Obliviate,"['what', 'be', 'gilderoy', 'lockharts', 'best', 'spell']",['obliviate'],"['what', 'be', 'gilderoy', 'lockharts', 'best', 'spell', 'obliviate']",['what'],False,FR,False,7,1
436,What other name is the Doxy commonly known by?,The Biting Fairy.,"['what', 'name', 'be', 'doxy', 'commonly', 'know']","['bite', 'fairy']","['what', 'name', 'be', 'doxy', 'commonly', 'know', 'bite', 'fairy']","['what', 'name']",False,FR,False,9,3
438,Which was the last of Voldemort's Horcruxes to be destroyed?,Nagini,"['which', 'be', 'last', 'voldemorts', 'horcruxes', 'destroyed']",['nagini'],"['which', 'be', 'last', 'voldemorts', 'horcruxes', 'destroyed', 'nagini']",['which'],False,FR,False,11,1
440,What teleportation magic do sixth-years learn at Hogwarts?,Apparition,"['what', 'teleportation', 'magic', 'do', 'sixthyears', 'learn', 'hogwarts']",['apparition'],"['what', 'teleportation', 'magic', 'do', 'sixthyears', 'learn', 'hogwarts', 'apparition']","['what', 'do']",False,FR,False,9,1
441,What effect does diluted Swooping Evil venom have?,Erases bad memories,"['what', 'effect', 'do', 'dilute', 'swoop', 'evil', 'venom', 'have']","['erases', 'bad', 'memory']","['what', 'effect', 'do', 'dilute', 'swoop', 'evil', 'venom', 'have', 'erases', 'bad', 'memory']","['what', 'do', 'have']",False,FR,False,8,3
442,What does the house with the highest score win?,House Cup,"['what', 'do', 'house', 'high', 'score', 'win']","['house', 'cup']","['what', 'do', 'house', 'high', 'score', 'win', 'cup']","['what', 'do']",False,FR,False,9,2
443,What is Hermione's cat's name?,Crookshanks,"['what', 'be', 'hermiones', 'cat', 'name']",['crookshanks'],"['what', 'be', 'hermiones', 'cat', 'name', 'crookshanks']","['what', 'name']",False,FR,False,7,1
444,Who removes all the bones from Harry’s arm?,Gilderoy Lockhart,"['who', 'remove', 'bone', 'harrys', 'arm']","['gilderoy', 'lockhart']","['who', 'remove', 'bone', 'harrys', 'arm', 'gilderoy', 'lockhart']",['who'],False,FR,False,9,2
445,Which was my Tonks favourite band?,The Weird Sisters,"['which', 'be', 'tonks', 'favourite', 'band']","['weird', 'sister']","['which', 'be', 'tonks', 'favourite', 'band', 'weird', 'sister']",['which'],False,FR,False,6,3
447,What is the name of the Hogwarts poltergeist?,Peeves,"['what', 'be', 'name', 'hogwarts', 'poltergeist']",['peeve'],"['what', 'be', 'name', 'hogwarts', 'poltergeist', 'peeve']","['what', 'name']",False,FR,False,8,1
449,"In Harry Potter and the Chamber of Secrets, where were Harry, Hermione, and Ron coming from when they found Mrs. Norris petrified?",Nearly Headless Nick's Deathday Party,"['harry', 'potter', 'chamber', 'secret', 'where', 'be', 'hermione', 'ron', 'come', 'when', 'find', 'mrs', 'norris', 'petrify']","['nearly', 'headless', 'nick', 'deathday', 'party']","['harry', 'potter', 'chamber', 'secret', 'where', 'be', 'hermione', 'ron', 'come', 'when', 'find', 'mrs', 'norris', 'petrify', 'nearly', 'headless', 'nick', 'deathday', 'party']","['where', 'when']",False,FR,False,22,6
450,What is the Ministry of Magic classification system?,A creature's danger level,"['what', 'be', 'ministry', 'magic', 'classification', 'system']","['creature', 'danger', 'level']","['what', 'be', 'ministry', 'magic', 'classification', 'system', 'creature', 'danger', 'level']",['what'],False,FR,False,8,5
452,Who invented the Wronski Feint?,Josef Wronski,"['who', 'invent', 'wronski', 'feint']","['josef', 'wronski']","['who', 'invent', 'wronski', 'feint', 'josef']",['who'],False,FR,False,5,2
453,How should your completed Scintillation Solution look?,Sparkling.,"['how', 'should', 'complete', 'scintillation', 'solution', 'look']",['sparkle'],"['how', 'should', 'complete', 'scintillation', 'solution', 'look', 'sparkle']","['how', 'should']",False,EX,False,7,1
454,What is the main ingredient in Harry Potter's wand?,A phoenix feather.,"['what', 'be', 'main', 'ingredient', 'harry', 'potter', 'wand']","['phoenix', 'feather']","['what', 'be', 'main', 'ingredient', 'harry', 'potter', 'wand', 'phoenix', 'feather']",['what'],True,FR,False,10,3
455,Streeler venom is one of the only substances known to kill which invasive species?,Horklump,"['streeler', 'venom', 'be', 'one', 'substance', 'know', 'kill', 'which', 'invasive', 'specie']",['horklump'],"['streeler', 'venom', 'be', 'one', 'substance', 'know', 'kill', 'which', 'invasive', 'specie', 'horklump']",['which'],False,FR,False,14,1
456,Who is the Divination professor?,Professor Trelawney,"['who', 'be', 'divination', 'professor']","['professor', 'trelawney']","['who', 'be', 'divination', 'professor', 'trelawney']",['who'],False,FR,False,5,2
457,No spell yet devised allows a wizard to what?,Fly unaided,"['spell', 'yet', 'devise', 'allow', 'wizard', 'what']","['fly', 'unaided']","['spell', 'yet', 'devise', 'allow', 'wizard', 'what', 'fly', 'unaided']",['what'],False,FR,False,9,2
459,What does the charm Lumos provide?,Light,"['what', 'do', 'charm', 'lumos', 'provide']",['light'],"['what', 'do', 'charm', 'lumos', 'provide', 'light']","['what', 'do']",False,FR,False,6,1
463,What is Hermione’s patronus?,An otter,"['what', 'be', 'hermiones', 'patronus']",['otter'],"['what', 'be', 'hermiones', 'patronus', 'otter']",['what'],False,FR,False,5,2
