,original_question_id,question,answer,is_duplicate,question_type,is_numeric_answer,STATUS
261,300,Who is the flying instructor?,Madam Hooch,TRUE,FR,FALSE,edit
262,301,What are the colors of Ravenclaw?,Blue and bronze,FALSE,FR,FALSE,keep
263,302,What did Wendelin do to make sure she wasn't recognized?,Wore disguises.,FALSE,FR,FALSE,keep
264,303,Where can Knotgrass be found?,The Forbidden Forest,FALSE,FR,FALSE,keep
265,304,Which of Voldemort’s Horcruxes do Harry and Dumbledore track down—but it turns out to be a fake?,Slytherin’s locket,FALSE,FR,FALSE,keep
266,305,"In Harry Potter and the Prisoner of Azkaban, where is the secret passage from Hogwarts to Honeydukes hidden?",Beneath the statue of the one-eyed witch,TRUE,FR,FALSE,edit
267,306,Mimbulus mimbletonia secretes what substance?,Stinksap,TRUE,FR,FALSE,keep
268,307,What does Charlie Weasley do for a living after graduation?,Study dragons,FALSE,FR,FALSE,keep
269,308,What kind of wood is Harry's first wand made out of?,Holly,FALSE,FR,FALSE,keep
270,309,Harry discovers he’s one of Voldemort’s seven Horcruxes. What are the others?,"Tom Riddle’s Diary, Nagini, the Gaunt ring, the Hufflepuff cup, Slytherin Locket, and Ravenclaw diadem.",FALSE,EX,FALSE,edit
271,310,Thestrals are mistakenly considered to be omens of what?,Misfortune.,FALSE,FR,FALSE,keep
272,311,What is the name of the magical hospital?,St. Mungo's Hospital for Magical Maladies and Injuries.,FALSE,FR,FALSE,keep
273,312,What is the name of Harry's owl?,Hedwig,FALSE,FR,FALSE,keep
274,313,Which Quidditch players fend off the Bludgers?,The Beaters,FALSE,FR,FALSE,keep
275,314,How many staircases does Hogwarts have?,142,FALSE,FR,TRUE,edit
276,315,What was the point of this lesson?,Fine tune your skills,FALSE,FR,FALSE,delete
277,318,Who wrote the book Curses and Counter-Curses?,Professor Vindictus Viridian,FALSE,FR,FALSE,edit
278,319,In what capacity did the Sardinian sorcerers attend the Convention?,Sub-Committee,FALSE,FR,FALSE,delete
279,320,How did Harry first arrive (and ultimately depart from) the Dursley's house at 4 Privet Drive?,Flying Motorobike,FALSE,FR,FALSE,keep
280,321,"When stirring a Wiggenweld Potion, how many times will the solution change color during the stirring process?",Several,FALSE,FR,FALSE,delete
281,322,Which incantation cancels all spell effects?,Finite Incantatem,FALSE,FR,FALSE,keep
282,323,In what year did the Gargoyle Strike take place?,1911,FALSE,FR,FALSE,delete
283,324,"What was connected by the Floo Network, creating a mode of transportation for Witches and Wizards?",Fireplaces,FALSE,FR,FALSE,keep
284,325,What is a group of Bowtruckles called?,Branch,FALSE,FR,FALSE,keep
285,326,Who was the original owner of the locket Horcrux?,Salazar Slytherin,FALSE,FR,FALSE,keep
286,327,What name was Harry Potter using when he was captured at Malfoy Manor by the Death Eaters?,Vernon Dudley,FALSE,FR,FALSE,keep
287,329,"Why was Sir Nicholas de Mimsy-Porpington (Nearly-Headless Nick) repeatedly rejected from joining the Headless Hunt: He was afraid of horses, His head wasn't completely severed, He was not a nobleman, or He used a non-regulation axe?",His head wasn't completely severed,FALSE,MCQ,FALSE,edit
288,330,Which pub in London conceals the entrance to Diagon Alley?,The Leaky Cauldron,FALSE,FR,FALSE,keep
289,331,Do you know what potion is effective against Banshees?,The Laughing Potion,FALSE,FR,FALSE,delete
290,332,What do Dark Spells require in order to be successful?,Malicious Intent,FALSE,FR,FALSE,keep
291,333,What are meteor showers usually named after?,Constellations.,FALSE,FR,FALSE,delete
292,334,Who discovered the 12 uses for dragon blood?,Professor Dumbledore,FALSE,FR,FALSE,keep
293,336,Which Quidditch ball is equipped with the Gripping Charm?,Quaffle,FALSE,FR,FALSE,keep
294,337,Name the six subjects every Hogwarts student is required to study during their first two years of school.,"Astronomy, Charms, Defense Against the Dark Arts, Herbology, History of Magic, Potions, and Transfiguration.",FALSE,FR,FALSE,keep
295,338,"What kind of pet does Harry own, and what is her name?",An owl named Hedwig.,TRUE,FR,FALSE,edit
296,339,What covers the distinct nettle leaf?,Stinging hairs.,FALSE,FR,FALSE,keep
297,341,"In the Quidditch World Cup, Ireland's team had three main chasers: Mullet, Troy, and Moran. Which one scored the first goal?",Troy,FALSE,MCQ,FALSE,keep
298,342,What incantation shrinks an object?,Reducio,FALSE,FR,FALSE,keep
299,343,Who is the Divination Professor?,Professor Trelawney,TRUE,FR,FALSE,keep
300,344,What spell vanishes an object?,Evanesco,FALSE,FR,FALSE,keep
301,345,What is the most powerful truth serum?,Veritaserum,FALSE,FR,FALSE,keep
302,346,Who is the Head of Ravenclaw House?,Professor Flitwick,FALSE,FR,FALSE,keep
303,347,"In the movie adaptation of Harry Potter and the Prisoner of Azkaban, what incantation does Hermione use to blast open the door to Sirius Black's tower cell?",Bombarda,FALSE,FR,FALSE,edit
304,348,What is an acceptable use of the Orb?,Divining the future,FALSE,FR,FALSE,keep
305,349,What type of Ghoul is capable of disguising itself?,Chameleon Ghouls,FALSE,FR,FALSE,delete
306,350,Who is the sister of Death Eater Bellatrix Lestrange?,Narcissa Malfoy,FALSE,FR,FALSE,keep
307,351,"Which is NOT a reason for a wizard to remain on earth as a ghost: Unfinished business, Fear of death, Hunger, or Strong attachment to the living world?",Hunger,FALSE,MCQ,FALSE,edit
308,352,Who kills Dobby?,Bellatrix Lestrange,FALSE,FR,FALSE,keep
309,353,What does Hagrid use to channel the pieces of his wand once it's been broken?,A pink umbrella,FALSE,FR,FALSE,keep
310,354,What is the animal symbol of Ravenclaw?,Eagle,FALSE,FR,FALSE,keep
311,355,True or false: Harry Potter and the Deathly Hallows: Part Two is the shortest Harry Potter movie.,True! The run time is just 130 minutes.,FALSE,YN,FALSE,keep
312,356,"Snape grilled Harry about this on his first day in Potions. Monkshood and wolfsbane are the same plant, also known as what?",Aconite.,FALSE,FR,FALSE,keep
313,357,What's the only all-wizard village in Britain?,Hogsmeade,FALSE,FR,FALSE,keep
314,359,Pepperup Potion evolved from a remedy created by what 12th century wizard?,Linfred of Stinchcombe,FALSE,FR,FALSE,keep
315,360,Who was the Hogwarts headmaster before Albus Dumbledore?,Armando Dippet,FALSE,FR,FALSE,keep
316,361,Scourgify can be used to clean out infestations of what magical creature?,Bundimun,FALSE,FR,FALSE,keep
317,362,Where was Harry born?,Godric's Hollow,TRUE,FR,FALSE,keep
318,363,The Medieval Assembly of European Wizards is related to which convention?,International Warlock Convention,FALSE,FR,FALSE,keep
319,364,Witches and wizards commonly employ a specific type of charm for cleaning purposes. What is this charm known as?,Scouring Charm,FALSE,FR,FALSE,edit
320,365,Why did students think Harry was the Heir of Slytherin?,He can speak Parseltongue.,TRUE,EX,FALSE,keep
321,366,Where are the vaults kept in Gringotts Bank?,Deep underground.,FALSE,FR,FALSE,keep
322,367,Which dark magic item is known as the friend of thieves?,Hand of Glory,FALSE,FR,FALSE,keep
323,368,Where does Rubeus Hagrid first tell Harry that he’s a wizard?,In a hut on a rock,FALSE,FR,FALSE,keep
324,370,What charm can repel a Lethiford?,Patronus Charm,TRUE,FR,FALSE,keep
325,371,What dragon did Fleur Delacour face in the first task of the Triwizard Tournament?,Welsh Green,FALSE,FR,FALSE,keep
326,372,What is an animagus?,A person with an animal form,FALSE,EX,FALSE,edit
327,373,What's the term for an object imbued with a fragment of a wizard's soul?,Horcrux,FALSE,FR,FALSE,keep
328,374,What is the primary ingredient in Polyjuice potion?,The hair of the person you want to transform into,FALSE,FR,FALSE,keep
329,375,Who spoke at Aragog's funeral?,Horace Slughorn,FALSE,FR,FALSE,keep
330,376,Who is the ghost of Slytherin House?,The Bloody Baron,TRUE,FR,FALSE,keep
331,377,Which potion should you all be required to drink before entering my potion?,Wit-Sharpening Potion,FALSE,FR,FALSE,delete
332,379,"In Harry Potter and the Chamber of Secrets, after Draco Malfoy insulted Hermione, Ron attempted to cast a spell on him that backfired. What bodily reaction did Ron intend for Draco to suffer?",Vomiting slugs,FALSE,FR,FALSE,edit
333,380,"In Harry Potter and the Deathly Hallows, to explain his absence from The Burrow and conceal his true mission, Ron Weasley famously disguised what type of creature from the attic to appear to be suffering from a highly contagious illness?",A ghoul,FALSE,FR,FALSE,edit
334,381,Where would you look to find a bezoar?,In the stomach of a goat,FALSE,FR,FALSE,keep
335,383,What did Fred and George Weasley use to spy on Order of the Phoenix meetings?,Extendable Ears,TRUE,FR,FALSE,keep
336,384,"In the Hall of Prophecy, there are rows and rows of glowing orbs. Which row contains the prophecy about Harry and Voldemort?",97,TRUE,FR,TRUE,edit
337,385,Lily Potter once gave Professor Slughorn a bowl with a lily that turned into a goldfish. What was the goldfish’s name?,Francis,FALSE,FR,FALSE,keep
338,386,What is the name of the ghost who haunts the Hogwarts bathroom?,Moaning Myrtle,TRUE,FR,FALSE,keep
339,387,What is the name of the librarian at Hogwarts?,Madam Pince,FALSE,FR,FALSE,keep
340,388,What are the four Hogwarts houses?,"Gryffindor, Ravenclaw, Slytherin, and Hufflepuff.",FALSE,FR,FALSE,keep
341,389,"How many years did Lord Voldemort's first reign of terror last, before his initial downfall in Godric's Hollow?",11 Years,FALSE,FR,FALSE,edit
342,390,What magical plant did Luna Lovegood have growing at home?,Dirigible Plums,FALSE,FR,FALSE,keep
343,392,"What do the abbreviations for the two main wizarding exams, O.W.L.s and N.E.W.T.s, stand for?",Ordinary Wizarding Level and Nastily Exhausting Wizarding Test.,FALSE,FR,FALSE,keep
344,394,The Diricawl is actually thought to be which extinct Muggle bird?,The Dodo.,FALSE,FR,FALSE,keep
345,395,"In Book 3, what is Neville Longbottom's greatest fear, revealed upon facing a boggart in Lupin's class?",Professor Snape.,FALSE,FR,FALSE,keep
346,396,Who was the House-Eld that once served Barty Crouch Senior?,Winky,FALSE,FR,FALSE,keep
347,397,Voldemort stole Helga Hufflepuff's cup from an old woman named Hepzibah Smith. What was the name of her house-elf?,Hokey.,TRUE,FR,FALSE,keep
348,398,Who is Stan Shunpike?,The conductor of the Knight Bus,FALSE,FR,FALSE,keep
349,399,Nearly Headless Nick is a patron house of which House?,Gryffindor,FALSE,FR,FALSE,keep
350,400,Where was Harry Potter born?,Godric's Hollow,FALSE,FR,FALSE,keep
351,401,What's in a forgetfulness potion?,Lethe Water,FALSE,FR,FALSE,keep
352,402,What is the name of the magical map that shows the entire layout of Hogwarts?,Marauder's Map,FALSE,FR,FALSE,keep
353,404,What is the name of the three-headed dog guarding the trapdoor in Harry Potter and the Sorcerer's Stone?,Fluffy,FALSE,FR,FALSE,keep
354,405,What item in the Headmaster's Office allows you to review bottled up memories?,The Pensieve,TRUE,FR,FALSE,keep
355,406,What does the Drought Charm cause?,Dryness,FALSE,FR,FALSE,keep
356,407,What magical artefact creates the Elixir of Life?,Philosopher's Stone,FALSE,FR,FALSE,keep
357,408,Who is in the first memory Professor Dumbledore shows Harry in the Pensieve?,"Bob Ogden, an employee of the Department of Magical Law Enforcement",FALSE,FR,FALSE,keep
358,410,Where did the Goblin Rebellion of 1612 take place?,Hogsmeade Village,FALSE,FR,FALSE,keep
359,412,What is Ron's favorite Quidditch team?,Chudley Cannons,FALSE,FR,FALSE,keep
360,414,The visitor’s entrance to the Ministry of Magic is an abandoned red telephone booth in London. What is the five-digit code you must dial to get in?,6-2-4-4-2. (Bonus: This spells M-A-G-I-C on a phone's keypad.),FALSE,FR,FALSE,keep
361,415,Which spell did Hermione use to release the dragon from Gringotts Bank?,Revulsion Jinx,FALSE,FR,FALSE,keep
362,416,What is the incantation for the Disarming Spell?,Expelliarmus,FALSE,FR,FALSE,keep
363,417,What does the boggart turn into when Mrs. Weasley sees it?,"The constantly shifting dead bodies of her loved ones: each of her seven children (Bill, Charlie, Percy, Fred, George, Ron, and Ginny) and Harry Potter.",FALSE,EX,FALSE,edit
364,418,"When Professor Snape takes over Professor Lupin’s Defense Against the Dark Arts class, which page does he ask the students to turn to?",Page 394 (the page on werewolves),FALSE,FR,FALSE,keep
365,419,Which dry ingredient is used in a wideye potion?,Billywig Sting,FALSE,FR,FALSE,keep
366,420,What did Fred and George Weasley call their joke shop?,Weasleys’ Wizard Wheezes,TRUE,FR,FALSE,keep
367,422,What became outlawed after the Warlock's Convention of 1709?,Dragon breeding.,FALSE,FR,FALSE,keep
368,423,Who is the Herbology professor?,Professor Sprout,FALSE,FR,FALSE,keep
369,425,"Before Dumbledore, who was headmaster of Hogwarts?",Armando Dippet,TRUE,FR,FALSE,keep
370,426,What does it mean when a magical creature is classified as X by the Ministry of Magic?,Boring,FALSE,FR,FALSE,keep
371,427,Which Wizarding school did Gellert Grindelwald attend?,Durmstrang Institute,FALSE,FR,FALSE,keep
372,428,What is the cure for being Petrified?,Mandrake root,FALSE,FR,FALSE,keep
373,429,What is the biggest Quidditch event?,World Cup,FALSE,FR,FALSE,keep
374,430,What is the Grim?,A spectral dog,FALSE,FR,FALSE,keep
375,431,Colovaria is also known as what?,Colour Change Charm,FALSE,FR,FALSE,keep
376,432,Where was Harry Potter born?,Godric's Hollow.,TRUE,FR,FALSE,keep
377,434,Which potion contains Fluxweed?,Polyjuice Potion,FALSE,FR,FALSE,keep
378,435,What was Gilderoy Lockhart's best Spell?,Obliviate,FALSE,FR,FALSE,keep
379,436,What other name is the Doxy commonly known by?,The Biting Fairy.,FALSE,FR,FALSE,keep
380,437,Which potion is commonly featured in Muggle fairy tales?,Draught of Living Death,FALSE,FR,FALSE,delete
381,438,Which was the last of Voldemort's Horcruxes to be destroyed?,Nagini,FALSE,FR,FALSE,keep
382,439,Which scent attracts Hermione Granger?,"Freshly mown grass, spearmint, and fresh parchment",TRUE,FR,FALSE,edit
383,440,What teleportation magic do sixth-years learn at Hogwarts?,Apparition,FALSE,FR,FALSE,keep
384,441,What effect does diluted Swooping Evil venom have?,Erases bad memories,FALSE,FR,FALSE,keep
385,442,What does the house with the highest score win?,House Cup,FALSE,FR,FALSE,keep
386,443,What is Hermione's cat's name?,Crookshanks,FALSE,FR,FALSE,keep
387,444,Who removes all the bones from Harry’s arm?,Gilderoy Lockhart,FALSE,FR,FALSE,keep
388,445,Which was my Tonks favourite band?,The Weird Sisters,FALSE,FR,FALSE,keep
389,446,How many players are on a Quidditch team?,7,FALSE,FR,TRUE,edit
390,447,What is the name of the Hogwarts poltergeist?,Peeves,FALSE,FR,FALSE,keep
391,449,"In Harry Potter and the Chamber of Secrets, where were Harry, Hermione, and Ron coming from when they found Mrs. Norris petrified?",Nearly Headless Nick's Deathday Party,FALSE,FR,FALSE,keep
392,450,What is the Ministry of Magic classification system?,A creature's danger level,FALSE,FR,FALSE,keep
393,451," In Harry Potter and the Half-Blood Prince, when Professor Dumbledore drops Harry off at The Burrow at the start of the summer holidays, to what position are many of the hands on the Weasleys' magical clock, including Harry's, pointed?",Mortal peril,FALSE,FR,FALSE,edit
394,452,Who invented the Wronski Feint?,Josef Wronski,FALSE,FR,FALSE,keep
395,453,How should your completed Scintillation Solution look?,Sparkling.,FALSE,EX,FALSE,keep
396,454,What is the main ingredient in Harry Potter's wand?,A phoenix feather.,TRUE,FR,FALSE,keep
397,455,Streeler venom is one of the only substances known to kill which invasive species?,Horklump,FALSE,FR,FALSE,keep
398,456,Who is the Divination professor?,Professor Trelawney,FALSE,FR,FALSE,keep
399,457,No spell yet devised allows a wizard to what?,Fly unaided,FALSE,FR,FALSE,keep
400,459,What does the charm Lumos provide?,Light,FALSE,FR,FALSE,keep
401,461,"Which potion, when consumed, causes the drinker's hair to instantly spring upright and stand wildly on end, often giving them a rather startled or alarmed appearance?",The Hair-Raising Potion,FALSE,FR,FALSE,edit
402,462,"Which of the following is NOT a recognized form of magical transportation in the wizarding world: Apparition, Floo Network, Mop flying, or Portkey?",Mop Flying,FALSE,FR,FALSE,edit
403,463,What is Hermione’s patronus?,An otter,FALSE,FR,FALSE,keep
404,464,Who lied to Voldemort during the final battle by proclaiming that Harry Potter was dead?,Narcissa Malfoy,FALSE,FR,FALSE,keep
405,466,"Which of the following is NOT a known side effect of the Elixir to Induce Euphoria? Uncontrollable singing, Involuntary nose-tweaking, Excessive sweating, or Fits of giggling?",Excessive sweating,FALSE,MCQ,FALSE,edit
406,467,Where is Ovomancy thought to originate?,Ancient Greece,FALSE,FR,FALSE,delete
407,468,What does Veritaserum taste like?,It has no taste at all.,FALSE,FR,FALSE,keep
408,469,What did Xenophilius Lovegood believe Billywig wings could induce?,An elevated frame of mind.,FALSE,FR,FALSE,keep
409,470,"What spell does Harry discover written in the Half-Blood Prince's potions textbook in Book 6, and who invented it?","Sectumsempra, Severus Snape.",TRUE,FR,FALSE,edit
410,471,What fluffy creature hums when it's happy and likes to stick its tongue up Wizards' noses?,Puffskein,FALSE,FR,FALSE,keep
411,472,What are the three D’s of a successful Apparition?,"Destination, determination and deliberation",TRUE,FR,FALSE,edit
412,473,Which spell has the opposite effect of Lumos?,Nox,TRUE,FR,FALSE,keep
413,475,How did Mad-Eye Moody punish Draco Malfoy for trying to Hex Harry?,He turned Draco into a ferret.,FALSE,EX,FALSE,keep
414,476,What creature did the Wizards’ Council make a protected species?,Golden Snidget.,FALSE,FR,FALSE,keep
415,477,Who is the headmaster of Hogwarts during Harry's time there?,Albus Dumbledore,TRUE,FR,FALSE,keep
416,478,"According to Hagrid, which is the safest place in the Wizarding World other than Hogwarts?",Gringotts,FALSE,FR,FALSE,keep
417,479,When did the Witch Trials of 1692 take place?,Salem,FALSE,FR,FALSE,keep
418,480,"Where do I- I mean, where does Tonks like to hide Jelly Slugs?",Herbology Pots,FALSE,FR,FALSE,delete
419,482,What is the last line of the last book?,“All was well.”,FALSE,FR,FALSE,keep
420,483,What spell transforms an object into a Portkey?,Portus,FALSE,FR,FALSE,keep
421,484,"In Defence Against the Dark Arts, students might learn a tactical spell to instantly produce a thick, defensive cloud of smoke, useful for quick escapes or creating a diversion. Which incantation creates this obscuring mist?",Fumos,FALSE,FR,FALSE,edit
422,485,What will help you whilst attempting Strong Braking?,A firm grip.,FALSE,FR,FALSE,delete
423,486,What's Nearly Headless Nick's real name?,Nicholas de Mimsy-Porpington,FALSE,FR,FALSE,keep
424,487,What charm silences an opponent?,Silencio,FALSE,FR,FALSE,keep
425,491,"Who did not compete as a champion in the Triwizard Tournament: Harry Potter,  Gabrielle Delacour, Cedric Diggory, or Viktor Krum?",Gabrielle Delacour,FALSE,MCQ,FALSE,edit
426,492,What did the Wizards' Council sign into action in 1692?,International Statute of Wizarding Secrecy,FALSE,FR,FALSE,keep
427,493,What two creatures are Hippogriffs a mix of?,Horses and eagles,FALSE,FR,FALSE,keep
428,494,What is the name of the magical creature that can only be seen by those who have witnessed death?,Thestral,FALSE,FR,FALSE,keep
429,495,What job does Luna Lovegood's father hold?,"Editor of ""The Quibbler""",FALSE,FR,FALSE,keep
430,496,What is Nearly Headless Nick's full name?,Nicholas de Mimsy-Porpington,TRUE,FR,FALSE,keep
431,497,Who is the matron of the orphanage where Voldemort grows up?,Mrs. Cole,FALSE,FR,FALSE,keep
432,498,"When Hagrid attempts to turn Dudley Dursley into a pig, what is the only part of the transformation that succeeds: a snout, a curly tail, piggy eyes, or floppy ears?",A curly tail,FALSE,MCQ,FALSE,edit
433,499,How many staircases are at Hogwarts?,142,TRUE,FR,FALSE,keep
434,500,How many students sleep in each Hogwarts dormitory?,5,FALSE,FR,TRUE,edit
435,501,Kneazles are most similar to what animal?,Cat,FALSE,FR,FALSE,keep
436,503,Which star is the brightest in the night sky?,Sirius.,FALSE,FR,FALSE,delete
437,504,Which is NOT one of the palm lines we read in Palmistry?,Time line,FALSE,FR,FALSE,delete
438,505,In the Hall of Prophecy there are rows and rows of glowing orbs. Which row contains the prophecy about Harry and Voldemort?,Row 97.,TRUE,FR,FALSE,keep
439,506,What's a telltale sign that mandrakes have matured?,They move into each other's pots,FALSE,FR,FALSE,keep
440,507,What is the max speed of a Firebolt broomstick?,150 mph,TRUE,FR,TRUE,edit
441,508,Why would you cast Alohomora?,Unlock a door.,FALSE,EX,FALSE,keep
442,509,What do the students call the Gryffindor ghost?,Nearly Headless Nick.,FALSE,FR,FALSE,keep
443,510,What is the biggest Wizarding newspaper in Britain?,The Daily Prophet,FALSE,FR,FALSE,keep
444,511,"In the movie, Professor McGonagall explains the origins of the Chamber of Secrets. Who does it in the book?","Professor Binns, the history teacher (who is also a ghost)",FALSE,FR,FALSE,keep
445,512,Who was the first Minister of Magic?,Ulick Gamp,FALSE,FR,FALSE,keep
446,513,"In 1876, which caretaker tried to make Peeves leave Hogwarts?",Rancorous Carpe,FALSE,FR,FALSE,keep
447,514,"In Potions class, students often need to extract what specific ingredient from a Fanged Geranium?",Their Fangs,FALSE,FR,FALSE,edit
448,515,From what event do we measure the age of the universe?,The Big Bang.,FALSE,FR,FALSE,delete
449,516,Who does Bill Weasley marry?,Fleur Delacour,FALSE,FR,FALSE,keep
450,517,Who is the Slytherin ghost?,The Bloody Baron,TRUE,FR,FALSE,keep
451,518,What is required in the manoeuvre Taking Passengers?,Complete cooperation.,FALSE,FR,FALSE,delete
452,519,What is the name of the wizarding prison in the Harry Potter series?,Azkaban,FALSE,FR,FALSE,keep
453,520,Who is Hufflepuff's patron ghost?,Fat Friar,FALSE,FR,FALSE,keep
454,522,How is mail delivered in the wizarding world?,By owl post.,FALSE,EX,FALSE,keep
455,523,What is Madam Hooch's second job?,Quiddich Referee,FALSE,FR,FALSE,keep
456,524,What is a spell used to mend broken objects?,Reparo,FALSE,FR,FALSE,keep
457,525,What is the term for a witch or wizard who can see the future?,Seer,FALSE,FR,FALSE,keep
458,527,Who is the professor of Transfiguration class?,McGonagall,FALSE,FR,FALSE,keep
459,528,What is Professor Minerva McGonagall's animagus?,A cat.,TRUE,FR,FALSE,edit
460,530,What potion gives good luck to those who drink it?,Felix Felicis,TRUE,FR,FALSE,keep
461,531,Who sent Harry his Firebolt?,Sirius Black,FALSE,FR,FALSE,keep
462,532,"In our second year, where did you sneak into using a Shrinking Charm?",A Common Room,FALSE,FR,FALSE,delete
463,533,Which charm did we end in class by using Finite Incantatem?,Wand-lighting,FALSE,FR,FALSE,delete
464,534,Harry was raised by his mother’s sister. What was his aunt named?,Petunia,FALSE,FR,FALSE,keep
465,536,Dittany is used primarily for what purpose?,Healing,FALSE,FR,FALSE,keep
466,537,What is the magical equipment store in Hogsmeade?,Dervish and Banges,FALSE,FR,FALSE,keep
467,538,What boil-inducing ingredient can create an explosive reaction when added to a Cure for Boils?,Bulbadox Powder,FALSE,FR,FALSE,delete
468,539,What is Luna Lovegood’s father’s name?,Xenophilius Lovegood,FALSE,FR,FALSE,keep
469,540,What was the name of the company Vernon Dursley worked for?,Grunnings,FALSE,FR,FALSE,keep
470,541,"Ever the eccentric, Dumbledore has a scar above his left knee that is a perfect map of what?",The London Underground.,TRUE,FR,FALSE,keep
471,542,"During the chaotic ""Battle of the Seven Potters"" at the beginning of Harry Potter and the Deathly Hallows, which Weasley twin was tragically hit by a stray curse and lost an ear?",George Weasley,FALSE,FR,FALSE,edit
472,543,Professor Sprout is the head of which Hogwarts house?,Hufflepuff,TRUE,FR,FALSE,edit
473,544,Dark matter and dark energy make up what percentage of our universe?,95%,FALSE,FR,FALSE,delete
474,545,Which ghost haunts the second-floor girls' bathroom in Hogwarts?,Moaning Myrtle,FALSE,FR,FALSE,keep
475,546,What piece of equipment is essential when re-potting baby Mandrakes?,Earmuffs,TRUE,FR,FALSE,keep
476,547,What type of cauldron do first-year students need?,Pewter,FALSE,FR,FALSE,keep
477,548,Who is manipulated into vandalizing Hogwarts with messages about the Chamber of Secrets?,Ginny Weasley,FALSE,FR,FALSE,keep
478,549,What is Lockhart's favorite color?,Lilac,TRUE,FR,FALSE,keep
479,550,What is James Potter's Marauder nickname?,Prongs,FALSE,FR,FALSE,keep
480,551,Where is the Hall of Prophecy?,Ministry of Magic,FALSE,FR,FALSE,keep
481,552,What distinguishes Chameleon Ghouls from ordinary ghouls?,Their ability to change shape,FALSE,FR,FALSE,delete
482,554,Who is the giant three-headed dog that guards the trapdoor leading to the Philosopher's Stone in the first book?,Fluffy,TRUE,FR,FALSE,keep
483,556,What part of a Mandrake is potentially fatal?,Its scream,FALSE,FR,FALSE,keep
484,557,What should you avoid getting in your eyes while flying?,Insects,FALSE,FR,FALSE,delete
485,558,Who is Slytherin's patron ghost?,Bloody Baron,FALSE,FR,FALSE,keep
486,559,What is the incantation for the Exploding Charm?,Bombarda,FALSE,FR,FALSE,keep
487,561,"In Harry Potter and the Half-Blood Prince, what notoriously difficult potion did Harry Potter brew perfectly on his very first attempt, earning him a vial of Felix Felicis (Liquid Luck)?",The Draught of Living Death,FALSE,FR,FALSE,edit
488,562,What is the name of the magical object that allows the user to become invisible?,The Cloak of Invisibility,FALSE,FR,FALSE,keep
489,563,Where is the British and Irish Quidditch League Headquarters located?,The Ministry of Magic,FALSE,FR,FALSE,keep
490,564,What is the name of the game played on broomsticks in the Harry Potter series?,Quidditch,FALSE,FR,FALSE,keep
491,566,Starfish and Stick is a tactic used by what Quidditch position?,Keeper,FALSE,FR,FALSE,keep
492,568,"What do Harry, Ron and Hermione find in the locked cabinet of a writing desk at the Order of the Phoenix Headquarters?",A Boggart,FALSE,FR,FALSE,keep
493,569,What item in the Headmaster's Office allows you to review bottled memories?,The Pensieve,FALSE,FR,FALSE,keep
494,571,What is the name of the Hogwarts caretaker who is always complaining about the students?,Argus Filch,FALSE,FR,FALSE,keep
495,572,Why did the Werewolf Code of Conduct fail?,No Werewolves Signed,TRUE,EX,FALSE,keep
496,573,You should cover your ears when this mature plant starts crying. Name that plant!,Mandrake,TRUE,FR,FALSE,edit
497,574,What are fluxweed and Boomslang skin used for?,Polyjuice,FALSE,FR,FALSE,keep
498,575,Who invented the Snitch in the Harry Potter series?,Bowman Wright,FALSE,FR,FALSE,keep
499,576,Who invented the Cheering Charm?,Felix Summerbee,FALSE,FR,FALSE,keep
500,577,"Who was Harry's first kiss, and in what book?","Cho Chang, Book 5.",FALSE,FR,FALSE,keep
501,578,What was the name of the orphanage where Lord Voldemort grew up?,Wool's Orphanage,FALSE,FR,FALSE,keep
502,579,What was the primary reason for the creation of the International Statute of Wizarding Secrecy?,Persecution by Muggles,FALSE,FR,FALSE,keep
503,580,What kind of spell is Flipendo?,Jinx,FALSE,FR,FALSE,keep
504,581,What is the crime Harry commits that causes the Ministry of Magic to hold a disciplinary hearing for him?,"He uses the Patronus Charm in front of a Muggle (Dudley, and only because there were Dementors!).",FALSE,EX,FALSE,edit
505,582,Name the three different types of balls used in Quidditch.,"Quaffle, Bludger, Snitch.",FALSE,FR,FALSE,keep
506,583,What magical plant resembles a withered tree stump?,Snargaluff,FALSE,FR,FALSE,keep
507,585,Which character in the Harry Potter series is known for wearing radish earrings?,Luna Lovegood,FALSE,FR,FALSE,keep
508,586,The Hogwarts motto is “Draco dormiens nunquan titillandus.” What does it mean?,“Never tickle a sleeping dragon.”,TRUE,FR,FALSE,edit
509,587,What's your favorite part of History of Magic?,Your impressions.,FALSE,FR,FALSE,delete
510,588,Who is Ravenclaw's patron ghost?,The Grey Lady,FALSE,FR,FALSE,keep
511,589,What is Hagrid’s half-brother’s name?,Grawp,TRUE,FR,FALSE,keep
512,590,What color is Teddy Lupin's hair when he is born?,Black,FALSE,FR,FALSE,keep
513,594,Who is the conductor of the Frog Choir?,Filius Flitwick,FALSE,FR,FALSE,keep
514,596,What position does Harry play in Quidditch?,Seeker,TRUE,FR,FALSE,keep
515,597,What are the two pubs in Hogsmeade called?,The Three Broomsticks and The Hog's Head.,FALSE,FR,FALSE,keep
516,598,"What is the counter spell for Accio, Summoning Charm?",Depulso,FALSE,FR,FALSE,keep
517,599,What is the name of Hagrid's pet dragon?,Norbert,TRUE,FR,FALSE,keep
518,600,New students need to learn the secrets of the castle. How many staircases does Hogwarts have?,142,TRUE,FR,TRUE,edit
