full_run_id,candidate_num,source_file,question_index_in_file,question_text,answer_text,difficulty,raw_question_data,source_chapters,source_quote
ex_temperature__09_v1.4,2,ex_temperature__09_v1.4_candidate_2.json,3,"Why was the gardener, Frank Bryce, the prime suspect and initially arrested for the murder of the Riddle family?","He was considered unfriendly and reclusive by the villagers, and more importantly, he was the only other person known to have a key to the house, where there were no signs of forced entry.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Easy"", ""question"": ""Why was the gardener, Frank Bryce, the prime suspect and initially arrested for the murder of the Riddle family?"", ""answer"": ""He was considered unfriendly and reclusive by the villagers, and more importantly, he was the only other person known to have a key to the house, where there were no signs of forced entry."", ""answer_variations"": [""Frank Bryce was arrested because he was disliked by the community and possessed a spare key to the Riddle House, which showed no signs of a break-in."", ""The police arrested him based on circumstantial evidence: he had a key to the back door, and the house had not been forcibly entered, combined with his unpopular reputation in the village."", ""Suspicion fell on him because he was an unsociable person who held a key to the house, and the lack of forced entry pointed to someone with access."", ""He became the main suspect due to his reclusive nature and the fact that he had a key to the house, which was the only logical explanation since the doors and windows were all intact.""], ""source_reference"": ""Goblet of Fire, Chapter 1"", ""source_quote"": ""\""Who else had a key to the back door, then?\"" barked the cook. \""There's been a spare key hanging in the gardener's cottage far back as I can remember! Nobody forced the door last night! No broken windows!\""""}","Goblet of Fire, Chapter 1","""Who else had a key to the back door, then?"" barked the cook. ""There's been a spare key hanging in the gardener's cottage far back as I can remember! Nobody forced the door last night! No broken windows!"""
ex_temperature__09_v1.4,2,ex_temperature__09_v1.4_candidate_2.json,4,"In the Riddle House, why did Voldemort tell Wormtail they had to wait until after the Quidditch World Cup to proceed with their plan?","The massive influx of wizards from around the world for the event meant the Ministry of Magic would be on high alert, with heightened security and identity checks, making it too risky to act.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""In the Riddle House, why did Voldemort tell Wormtail they had to wait until after the Quidditch World Cup to proceed with their plan?"", ""answer"": ""The massive influx of wizards from around the world for the event meant the Ministry of Magic would be on high alert, with heightened security and identity checks, making it too risky to act."", ""answer_variations"": [""They delayed because the Quidditch World Cup brought numerous international wizards to the country, leading to increased surveillance and security from the Ministry of Magic."", ""Voldemort chose to wait because Ministry of Magic officials would be obsessed with security during the World Cup, watching for any unusual activity from the large gathering of wizards."", ""It was too dangerous to act during the World Cup, as wizards were pouring into the country and the Ministry would be carefully monitoring for any trouble."", ""The plan was postponed because the presence of so many wizards for the World Cup would result in the Ministry of Magic being on maximum alert, making any secretive action too perilous.""], ""source_reference"": ""Goblet of Fire, Chapter 1"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}","Goblet of Fire, Chapter 1","Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,0,"How was Sirius Black able to escape from Azkaban, a feat no one had accomplished before?","He transformed into his dog form. Dementors, who sense complex human emotions, were less able to perceive him as an animal, thinking he was just losing his mind. This allowed him, in his thin state, to slip past them and through the bars of his cell when they delivered food.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from Azkaban, a feat no one had accomplished before?"", ""answer"": ""He transformed into his dog form. Dementors, who sense complex human emotions, were less able to perceive him as an animal, thinking he was just losing his mind. This allowed him, in his thin state, to slip past them and through the bars of his cell when they delivered food."", ""answer_variations"": [""By turning into a dog, his emotions became less complex and human, which confused the Dementors and allowed him to slip past them while he was very thin."", ""As an Animagus, he became a dog; the Dementors couldn't properly sense his simpler animal feelings and, mistaking his state for insanity, were caught off guard when he slipped through the bars."", ""He used his Animagus ability to become a dog, which masked his complex human feelings from the Dementors, enabling the skinny wizard to sneak by them and escape his cell."", ""His escape was possible because as a dog, his emotional state was too simple for the Dementors to track effectively, allowing him to pass them unnoticed and escape through the cell bars.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars....""}",{book_and_chapter},"I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars...."
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,1,How does Sirius Black explain why Peter Pettigrew never tried to harm Harry during his three years living in the Gryffindor dormitory as Scabbers?,"Sirius explains that Pettigrew is a coward who only serves the most powerful master. With Voldemort weakened and in hiding, Pettigrew wouldn't risk committing murder under Dumbledore's nose for a master who had lost all power, instead choosing to keep an ear out for news of his return.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Hard"", ""question"": ""How does Sirius Black explain why Peter Pettigrew never tried to harm Harry during his three years living in the Gryffindor dormitory as Scabbers?"", ""answer"": ""Sirius explains that Pettigrew is a coward who only serves the most powerful master. With Voldemort weakened and in hiding, Pettigrew wouldn't risk committing murder under Dumbledore's nose for a master who had lost all power, instead choosing to keep an ear out for news of his return."", ""answer_variations"": [""According to Sirius, Pettigrew was too cowardly to act for a powerless Voldemort and wouldn't risk attacking Harry while under Dumbledore's protection."", ""Sirius states that Pettigrew only sides with the strongest, so he wouldn't make a move against Harry for a weakened Voldemort, especially not right under Dumbledore's watch."", ""Pettigrew's inaction is explained by his cowardice; he wouldn't dare try to kill Harry for a fallen master, preferring to wait until he was sure Voldemort had regained his strength."", ""Sirius attributes Pettigrew's passivity to his nature of only following the 'biggest bully,' meaning he wouldn't act for a weak Voldemort and risk Dumbledore's wrath.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?""}",{book_and_chapter},"Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?"
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,2,Why does Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew in the Shrieking Shack?,"Harry believes his father, James Potter, would not have wanted his best friends to become killers simply for the sake of revenge against Pettigrew.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why does Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew in the Shrieking Shack?"", ""answer"": ""Harry believes his father, James Potter, would not have wanted his best friends to become killers simply for the sake of revenge against Pettigrew."", ""answer_variations"": [""He intervenes because he feels that his father wouldn't have wanted Sirius and Lupin to commit murder, even to avenge him."", ""Harry's decision is based on the belief that his dad wouldn't want his friends to taint themselves by becoming murderers for Pettigrew."", ""He saves Pettigrew's life because he reckons that his father would not have wanted his friends to kill on his behalf."", ""His motivation is to honor his father's memory, believing James wouldn't have condoned his friends becoming killers for revenge.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}",{book_and_chapter},I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,3,"In the Riddle House, why does Voldemort tell Wormtail they must wait until after the Quidditch World Cup to enact their plan?","Because wizards from all over the world were pouring into the country for the event, the Ministry of Magic would be on high alert, making it too risky to act without being noticed.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Easy"", ""question"": ""In the Riddle House, why does Voldemort tell Wormtail they must wait until after the Quidditch World Cup to enact their plan?"", ""answer"": ""Because wizards from all over the world were pouring into the country for the event, the Ministry of Magic would be on high alert, making it too risky to act without being noticed."", ""answer_variations"": [""Voldemort chose to wait because Ministry of Magic officials would be obsessed with security during the World Cup, checking for any unusual magical activity."", ""He delayed the plan due to the influx of international wizards for the Quidditch World Cup, which meant the Ministry would be on heightened security."", ""The plan was postponed because the massive gathering of wizards for the World Cup would lead to intense scrutiny from the Ministry, increasing the chances of discovery."", ""He decided to wait because the Quidditch World Cup brought so many wizards to the country that the Ministry's security presence would be at its peak.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}",{book_and_chapter},"Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,4,"How did Sirius Black, while imprisoned in Azkaban, discover that Peter Pettigrew was alive and living with the Weasley family?","Minister for Magic Cornelius Fudge gave Sirius his copy of the Daily Prophet during an inspection of Azkaban. On the front page was a photo of the Weasleys in Egypt, where Sirius immediately recognized Ron's pet rat, Scabbers, as Peter Pettigrew in his Animagus form.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Sirius Black, while imprisoned in Azkaban, discover that Peter Pettigrew was alive and living with the Weasley family?"", ""answer"": ""Minister for Magic Cornelius Fudge gave Sirius his copy of the Daily Prophet during an inspection of Azkaban. On the front page was a photo of the Weasleys in Egypt, where Sirius immediately recognized Ron's pet rat, Scabbers, as Peter Pettigrew in his Animagus form."", ""answer_variations"": [""He saw a newspaper photograph of the Weasley family that Cornelius Fudge had left with him, and in it, he identified Ron's rat as Peter Pettigrew."", ""Cornelius Fudge gave him a Daily Prophet, which featured a picture of the Weasleys; Sirius recognized Peter Pettigrew disguised as the family's pet rat, Scabbers."", ""While in prison, he obtained a newspaper from Fudge showing the Weasleys, and he knew it was Peter because he recognized him in his rat form on Ron's shoulder."", ""He found out by looking at a photo in the Daily Prophet, provided by Fudge, which showed the Weasley family and Peter Pettigrew in his rat form posing as their pet.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?""}",{book_and_chapter},"Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?"
ex_temperature__09_v1.4,3,ex_temperature__09_v1.4_candidate_3.json,5,Why had Peter Pettigrew been hiding from Voldemort's old supporters for twelve years?,"He was hiding because Voldemort's followers believed he had double-crossed them. Peter's information led Voldemort to the Potters, which resulted in Voldemort's downfall, and Peter feared retribution from the other Death Eaters if they found him alive.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Hard"", ""question"": ""Why had Peter Pettigrew been hiding from Voldemort's old supporters for twelve years?"", ""answer"": ""He was hiding because Voldemort's followers believed he had double-crossed them. Peter's information led Voldemort to the Potters, which resulted in Voldemort's downfall, and Peter feared retribution from the other Death Eaters if they found him alive."", ""answer_variations"": [""Pettigrew feared Voldemort's supporters because they thought he was a double-crosser responsible for their master's defeat at the Potters' house."", ""He hid because the Death Eaters believed he was dead and would seek revenge if they learned he had survived after leading Voldemort into a trap."", ""For twelve years, he concealed his existence to avoid Voldemort's followers, who would want to punish him for his role in the Dark Lord's disappearance."", ""He remained in hiding out of fear of the remaining Death Eaters, who held him responsible for Voldemort's first downfall.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""You've been hiding from Voldemort's old supporters. I heard things in Azkaban, Peter... They all think you're dead, or you'd have to answer to them.... Voldemort went to the Potters' on your information... and Voldemort met his downfall there.""}",{book_and_chapter},"You've been hiding from Voldemort's old supporters. I heard things in Azkaban, Peter... They all think you're dead, or you'd have to answer to them.... Voldemort went to the Potters' on your information... and Voldemort met his downfall there."
ex_temperature__05_v1.2,3,ex_temperature__05_v1.2_candidate_3.json,0,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"He maintained his sanity by focusing on his innocence, a thought devoid of happiness that Dementors couldn't consume. This allowed him to retain his Animagus ability, transform into a dog, and slip past the guards, whose senses are attuned to complex human emotions, not simpler animal ones.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""He maintained his sanity by focusing on his innocence, a thought devoid of happiness that Dementors couldn't consume. This allowed him to retain his Animagus ability, transform into a dog, and slip past the guards, whose senses are attuned to complex human emotions, not simpler animal ones."", ""answer_variations"": [""By concentrating on the fact of his innocence, a non-happy thought, he kept his mind intact and preserved his power to become a dog, allowing him to evade the Dementors who primarily sense human feelings."", ""His escape was possible because he could turn into a dog; the Dementors couldn't properly sense his less complex animal emotions, and his focus on his innocence protected his sanity from their despair-inducing effects."", ""He transformed into his Animagus dog form to get past the Dementors, who were confused by his simpler animal emotions, a feat made possible because he held onto his sanity by dwelling on his innocence."", ""Sirius used his Animagus transformation into a dog to escape, as the Dementors struggled to perceive his less-human emotions, and he avoided madness by clinging to the truth of his innocence.""], ""source_reference"": ""{THE SERVANT OF LORD VOLDEMORT}"", ""source_quote"": ""I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog...""}",{THE SERVANT OF LORD VOLDEMORT},"I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog..."
ex_temperature__05_v1.2,3,ex_temperature__05_v1.2_candidate_3.json,1,"How did Severus Snape know to find Lupin, Sirius, and the trio in the Shrieking Shack?",Snape went to Lupin's office to deliver the forgotten Wolfsbane Potion and discovered the Marauder's Map on the desk. A single glance at the map revealed their location and path into the secret passageway.,Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Severus Snape know to find Lupin, Sirius, and the trio in the Shrieking Shack?"", ""answer"": ""Snape went to Lupin's office to deliver the forgotten Wolfsbane Potion and discovered the Marauder's Map on the desk. A single glance at the map revealed their location and path into the secret passageway."", ""answer_variations"": [""He found the Marauder's Map in Lupin's office after noticing Lupin had forgotten his potion, and the map showed him exactly where everyone was."", ""Upon bringing the Wolfsbane Potion to an absent Lupin, Snape saw the Marauder's Map on his desk, which showed him the group running along the passageway to the shack."", ""He discovered their location by looking at the Marauder's Map, which he found lying on Lupin's desk when he went to his office with the Wolfsbane Potion."", ""Snape located them by using the Marauder's Map, which Lupin had carelessly left on his desk; Snape saw it when he brought the potion to Lupin's office.""], ""source_reference"": ""{THE SERVANT OF LORD VOLDEMORT}"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}",{THE SERVANT OF LORD VOLDEMORT},"I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__05_v1.2,3,ex_temperature__05_v1.2_candidate_3.json,2,Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?,"Harry stopped them because he believed his father, James, would not have wanted his best friends to become murderers on Pettigrew's account.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry stopped them because he believed his father, James, would not have wanted his best friends to become murderers on Pettigrew's account."", ""answer_variations"": [""He intervened out of a belief that his father wouldn't have wanted his friends to taint themselves by committing murder, even against their betrayer."", ""Harry's decision was based on the conviction that turning Sirius and Lupin into killers was not what his father would have wanted."", ""He saved Pettigrew's life not for Pettigrew's sake, but because he didn't think his dad would want his friends to become murderers for him."", ""Reasoning that his father would have valued his friends' innocence over revenge, Harry prevented them from killing Pettigrew.""], ""source_reference"": ""{THE SERVANT OF LORD VOLDEMORT}"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}",{THE SERVANT OF LORD VOLDEMORT},I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__05_v1.2,3,ex_temperature__05_v1.2_candidate_3.json,3,Why did Lord Voldemort decide to delay his plan to capture Harry Potter until after the Quidditch World Cup?,"He chose to wait because wizards from all over the world were in the country for the event, causing the Ministry of Magic to be on high alert for any unusual activity and to be obsessively focused on security.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""Why did Lord Voldemort decide to delay his plan to capture Harry Potter until after the Quidditch World Cup?"", ""answer"": ""He chose to wait because wizards from all over the world were in the country for the event, causing the Ministry of Magic to be on high alert for any unusual activity and to be obsessively focused on security."", ""answer_variations"": [""Voldemort postponed his plan due to the massive influx of international wizards for the World Cup, which meant heightened security and surveillance from the Ministry of Magic."", ""He delayed acting because the Quidditch World Cup had drawn wizards from across the globe, leading to intense security measures by the Ministry that would make his plan riskier."", ""The presence of countless foreign wizards for the World Cup and the resulting high-security state of the Ministry of Magic prompted Voldemort to wait before proceeding."", ""To avoid the heightened scrutiny of the Ministry of Magic, which was on high alert during the Quidditch World Cup due to the international wizarding presence, Voldemort decided to wait.""], ""source_reference"": ""{THE RIDDLE HOUSE}"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}",{THE RIDDLE HOUSE},"Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__05_v1.2,3,ex_temperature__05_v1.2_candidate_3.json,4,"Why had Peter Pettigrew, living as Scabbers, never attempted to harm Harry during his first few years at Hogwarts?","According to Sirius, Peter was a coward who only acted for personal gain. With Voldemort severely weakened and in hiding, there was no advantage in committing murder under Dumbledore's nose for a powerless master. He was waiting to see if Voldemort would regain his strength before rejoining him.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Hard"", ""question"": ""Why had Peter Pettigrew, living as Scabbers, never attempted to harm Harry during his first few years at Hogwarts?"", ""answer"": ""According to Sirius, Peter was a coward who only acted for personal gain. With Voldemort severely weakened and in hiding, there was no advantage in committing murder under Dumbledore's nose for a powerless master. He was waiting to see if Voldemort would regain his strength before rejoining him."", ""answer_variations"": [""Sirius explained that Pettigrew never did anything without a clear benefit; killing Harry for a half-dead Voldemort while at Hogwarts was too risky with no reward."", ""Pettigrew's cowardice and self-interest prevented him from harming Harry, as he wouldn't risk Dumbledore's wrath for a master who had lost all power."", ""He refrained from harming Harry because he was waiting to be sure Voldemort was powerful enough to protect him before he would risk revealing himself by committing murder."", ""As a self-serving coward, Pettigrew saw no profit in attacking Harry while Voldemort was a powerless wreck and Dumbledore was in charge of Hogwarts.""], ""source_reference"": ""{THE SERVANT OF LORD VOLDEMORT}"", ""source_quote"": ""Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?""}",{THE SERVANT OF LORD VOLDEMORT},"Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?"
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,0,"How did Severus Snape locate Lupin, Sirius, and the trio in the Shrieking Shack?","Snape went to Lupin's office to bring him the Wolfsbane Potion he had forgotten to take. While there, he discovered the Marauder's Map on Lupin's desk, which showed him exactly where the group was and the secret passageway they had used.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Severus Snape locate Lupin, Sirius, and the trio in the Shrieking Shack?"", ""answer"": ""Snape went to Lupin's office to bring him the Wolfsbane Potion he had forgotten to take. While there, he discovered the Marauder's Map on Lupin's desk, which showed him exactly where the group was and the secret passageway they had used."", ""answer_variations"": [""He found the Marauder's Map in Lupin's office after going to deliver his forgotten potion, and a single glance revealed their location in the Shrieking Shack."", ""After Lupin forgot to take his potion, Snape brought it to his office, where he found a map that showed Lupin and the others moving through a secret passage."", ""Snape's discovery was accidental; he found the Marauder's Map on Lupin's desk while delivering his potion and saw their movements on it."", ""He went to Lupin's office with the Wolfsbane Potion and saw the Marauder's Map lying on the desk, which revealed the group's location at the end of a secret tunnel.""], ""source_reference"": ""THE SERVANT OF LORD VOLDEMORT"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}",THE SERVANT OF LORD VOLDEMORT,"I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,1,"How did Sirius Black learn Peter Pettigrew was at Hogwarts, prompting his escape from Azkaban?","Cornelius Fudge gave Sirius his copy of the Daily Prophet during a visit to Azkaban. On the front page was a photo of the Weasley family in Egypt, and Sirius immediately recognized Ron's pet rat, Scabbers, as Peter Pettigrew in his Animagus form.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""How did Sirius Black learn Peter Pettigrew was at Hogwarts, prompting his escape from Azkaban?"", ""answer"": ""Cornelius Fudge gave Sirius his copy of the Daily Prophet during a visit to Azkaban. On the front page was a photo of the Weasley family in Egypt, and Sirius immediately recognized Ron's pet rat, Scabbers, as Peter Pettigrew in his Animagus form."", ""answer_variations"": [""He saw Peter Pettigrew in a newspaper photograph of the Weasley family that Minister Fudge had given him during an inspection of the prison."", ""Sirius spotted Pettigrew, disguised as the rat Scabbers, in a Daily Prophet picture of the Weasleys, which he obtained from Cornelius Fudge."", ""During a visit, Fudge left his newspaper with Sirius, who saw a picture on the front page that revealed Peter Pettigrew was living as a pet rat with a Hogwarts student."", ""The catalyst for his escape was a newspaper photo from Fudge showing the Weasley family; he recognized Peter Pettigrew as the rat on Ron Weasley's shoulder.""], ""source_reference"": ""THE SERVANT OF LORD VOLDEMORT"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was...""}",THE SERVANT OF LORD VOLDEMORT,"Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was..."
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,2,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban without using Dark Magic?,"He focused on the knowledge of his innocence, which was not a happy thought and thus could not be consumed by the Dementors. This allowed him to retain his sanity and his Animagus ability. He transformed into a dog, whose less complex emotions confused the Dementors, and slipped past them as a thin animal when his cell door was opened.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban without using Dark Magic?"", ""answer"": ""He focused on the knowledge of his innocence, which was not a happy thought and thus could not be consumed by the Dementors. This allowed him to retain his sanity and his Animagus ability. He transformed into a dog, whose less complex emotions confused the Dementors, and slipped past them as a thin animal when his cell door was opened."", ""answer_variations"": [""Sirius maintained his mind by holding onto his innocence, a thought impervious to Dementors. This let him become a dog, and the Dementors, unable to properly sense animal emotions, were fooled long enough for him to slip out."", ""His escape was possible because he could transform into a dog. The Dementors were confused by his less-human emotions, and because he kept his sanity by focusing on the truth of his innocence, he was able to seize an opportunity to slip by them."", ""He preserved his powers by knowing he was innocent, a non-happy thought that protected him from the Dementors. As a dog, his emotions were less complex, allowing him to evade the Dementors' senses and escape when the chance arose."", ""By clinging to the fact of his innocence, Sirius avoided losing his mind to the Dementors. This enabled him to use his Animagus form, and as a dog, his simpler feelings made him difficult for the Dementors to track, allowing him to escape.""], ""source_reference"": ""THE SERVANT OF LORD VOLDEMORT"", ""source_quote"": ""I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.""}",THE SERVANT OF LORD VOLDEMORT,"I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog."
